"","timestamp","num.likes","num.comments","num.shares","posted.by","message","embeded.link","embeded.link.text","sample.comments","rbloggers.link","title","first.published","author","blog.name","blog.link","tags"
"39","Wednesday, December 7, 2011 at 8:25am","8 people like this","0","0","R bloggers","http://www.r-bloggers.com/improved-moving-average-code-is-available-for-download/","http://www.r-bloggers.com/improved-moving-average-code-is-available-for-download/","Quantitative
 Finance, Technical Trading & Analysis. Fotis Papailias, Dimitrios 
Thomakos Fotis Quantitative Finance & Technical Analysis Improved 
Moving Average Code is available for download!Hi everyone, in the last 
few days we have received great feedback from you. Due to increasing 
demand we have ...","","http://www.r-bloggers.com/improved-moving-average-code-is-available-for-download/","Improved Moving Average Code is available for download!","December 7, 2011","Fotis"," Quantitative Finance & Technical Analysis Â» r-bloggers","http://www.quantf.com/fotis-papailias/improved-moving-average-code-is-available-for-download/332","forex-bloggers, R bloggers, Research"
"40","Tuesday, December 6, 2011 at 9:31pm","22 people like this","At least 1 comment","1 share","R bloggers","Short and simple - I love R+ggplot2 (+GGally):http://www.r-bloggers.com/example-9-17-much-better-pairs-plots/","http://www.r-bloggers.com/example-9-17-much-better-pairs-plots/","Pairs
 plots (section 5.1.17) are a useful way of displaying the pairwise 
relations between variables in a dataset.  But the default display is 
unsatisfactory when the variables aren't all continuous.  In this entry,
 we discuss ways to improve these dis...","Eshetu Janka I liked the R + ggplot progress every time with new plotings and diverse data visualizationTuesday, December 6, 2011 at 11:13pm · LikeUnlike ·  1Reply","http://www.r-bloggers.com/example-9-17-much-better-pairs-plots/","Example 9.17: (much) better pairs plots","December 6, 2011","Nick Horton"," SAS and R","http://feedproxy.google.com/~r/SASandR/~3/pU_HNl9T2cY/example-917-much-better-pairs-plots.html","boxplot, generalized pairs plots, GGally package, ggplot2 package, Grammar of Graphics, Hadley Wickham, HELP data set, John Emerson, mosaic plot, pairs plots, scatterplot"
"41","Tuesday, December 6, 2011 at 5:24am","6 people like this","0","0","R bloggers","A nice overview of the Seattle branch of the International Open Data Hackathon.http://www.r-bloggers.com/international-open-data-hackathon/","http://www.r-bloggers.com/international-open-data-hackathon/","This
 past Saturday, I hung out at the Seattle branch of the International 
Open Data Hackathon. The event was hosted at the Pioneer Square office 
of Socrata, a small company that helps governments provide public open 
data.  A pair of data analysts f...","","http://www.r-bloggers.com/international-open-data-hackathon/","International Open Data Hackathon","December 5, 2011","Christopher Bare"," Digithead's Lab Notebook","http://digitheadslabnotebook.blogspot.com/2011/12/international-open-data-hackathon.html","data mining, R"
"42","Friday, December 2, 2011 at 4:31pm","5 people like this","View all 4 comments","0","R bloggers","Preferred languages for predictive modelers competing at Kaggle (guess who is in the lead :) )http://www.r-bloggers.com/r-still-the-preferred-tool-of-predictive-modelers-competing-at-kaggle/","http://www.r-bloggers.com/r-still-the-preferred-tool-of-predictive-modelers-competing-at-kaggle/","As
 reported on the Kaggle blog No Free Hunch, R remains the preferred tool
 for data scientists seeking to win the prizes in the predictive 
modeling competitions: More than 30% of Kaggle competitors report using R
 for their analysis, up from 22% a year ago. R's flexibility and the 
breadth of packages...","R bloggers ‎:DSaturday, December 3, 2011 at 8:55am · LikeUnlikeReplyGene Leynes I'm
 suspicious of surveys when they're from potentially r friendly 
websites. But, this is great, it's a survey of people who are solving 
problems for money. Can't argue with thatSaturday, December 3, 2011 at 5:34pm · LikeUnlike ·  1Reply","http://www.r-bloggers.com/r-still-the-preferred-tool-of-predictive-modelers-competing-at-kaggle/","R still the preferred tool of predictive modelers competing at Kaggle","November 29, 2011","David Smith"," Revolutions","http://blog.revolutionanalytics.com/2011/11/r-still-the-preferred-tool-of-predictive-modelers-competing-at-kaggle.html","predictive analytics, R, REvolution"
"43","Friday, December 2, 2011 at 8:25am","26 people like this","0","0","R bloggers","http://www.r-bloggers.com/fitting-distributions-with-r/","http://www.r-bloggers.com/fitting-distributions-with-r/","Fitting
 distribution with R is something I have to do once in a while.A good 
starting point to learn more about distribution fitting with R is Vito 
Ricci's tutorial on CRAN. I also find the vignettes of the actuar and 
fitdistrplus packag...","","http://www.r-bloggers.com/fitting-distributions-with-r/","Fitting distributions with R","December 1, 2011","mages"," mages' blog","http://lamages.blogspot.com/2011/12/fitting-distributions-with-r.html","Animation, fit distribution, fitdist, fitdistr, fitdistrplus, R"
"44","Thursday, December 1, 2011 at 3:21pm","8 people like this","0","2 shares","R bloggers","WOW -  Using R and Wt for Web integration: a reimplementation of the standard GUI application of a standard density estimatehttp://www.r-bloggers.com/wicked-webapps-with-r-err-wt/","http://www.r-bloggers.com/wicked-webapps-with-r-err-wt/","A
 few months ago, I had blogged about using R inside of Qt.  This used 
our RInside package for embedding the statistical programming 
environment and language R inside of a C++ application, and further 
relies on our Rcpp package for R and C++ integrati...","","http://www.r-bloggers.com/wicked-webapps-with-r-err-wt/","Wicked Webapps with R, err, Wt","November 30, 2011","Thinking inside the box"," Thinking inside the box   ","http://dirk.eddelbuettel.com/blog/2011/11/30#rinside_and_wt",NA
"45","Wednesday, November 30, 2011 at 10:00am","8 people like this","At least 1 comment","0","R bloggers","The list of people making the core R distribution possible:http://www.r-bloggers.com/contributions-to-the-r-source/","http://www.r-bloggers.com/contributions-to-the-r-source/","One
 of the nice things about tracking the R subversion repository using git
 instead of subversion is you can do git shortlog -s -n which gives you 
 19855  ripley   6302  maechler   5299  hornik   2263  pd   1153  
murdoch    813  iacus    716  luke    6...","عبد اللطيف موصللي R language Rules ;)Wednesday, November 30, 2011 at 10:24am · LikeUnlike ·  2Reply","http://www.r-bloggers.com/contributions-to-the-r-source/","Contributions to the R source","November 29, 2011","rdpeng"," Simply Statistics","http://simplystatistics.tumblr.com/post/13499734759","R"
"46","Tuesday, November 29, 2011 at 6:53am","4 people like this","0","0","R bloggers","A post on CRANberries - a great resource for package updates:http://www.r-bloggers.com/a-story-of-life-and-death-on-cran-with-packages/","http://www.r-bloggers.com/a-story-of-life-and-death-on-cran-with-packages/","The
 Comprehensive R Archive Network, or CRAN for short, has been a major 
driver in the success and rapid proliferation of the R statistical 
language and environment.  CRAN currently hosts around 3400 packages, 
and is growing at a rapid rate.  Not too ...","","http://www.r-bloggers.com/a-story-of-life-and-death-on-cran-with-packages/","A Story of Life and Death. On CRAN. With Packages.","November 27, 2011","Thinking inside the box"," Thinking inside the box   ","http://dirk.eddelbuettel.com/blog/2011/11/27#removed_cran_packages_monitored",NA
"47","Monday, November 28, 2011 at 12:09pm","16 people like this","0","1 share","R bloggers","http://www.r-bloggers.com/principal-component-analysis-pca-vs-ordinary-least-squares-ols-a-visual-explanation/","http://www.r-bloggers.com/principal-component-analysis-pca-vs-ordinary-least-squares-ols-a-visual-explanation/","Over
 at stats.stackexchange.com recently, a really interesting question was 
raised about principal component analysis (PCA). The gist was “Thanks to
 my college class I can do the math, but what does it MEAN?” I felt like
 this a number of times in my life. Many of my classes were focused on 
the techn...","","http://www.r-bloggers.com/principal-component-analysis-pca-vs-ordinary-least-squares-ols-a-visual-explanation/","Principal Component Analysis (PCA) vs Ordinary Least Squares (OLS): A Visual Explanation","September 16, 2010","JD Long"," Cerebral Mastication Â» R","http://www.cerebralmastication.com/2010/09/principal-component-analysis-pca-vs-ordinary-least-squares-ols-a-visual-explination/","Analysis, howto, R, Uncategorized"
"48","Monday, November 28, 2011 at 5:33am","13 people like this","At least 1 comment","0","R bloggers","Using R for Data Mining Competitions (Prezi from GTA R Users Group)http://www.r-bloggers.com/gta-r-users-group-%E2%80%93-using-r-for-data-mining-competitions/","http://www.r-bloggers.com/gta-r-users-group-%E2%80%93-using-r-for-data-mining-competitions/","Here
 are the presentation slides I used for my talk on “Using R for Data 
Mining Competitions” at Ryerson University as part of the Greater 
Toronto Area (GTA) R User’s Meetup Group. Presentation (Prezi) Meetup 
Event page Special thanks to Anthony Goldbloom from Kaggle and various 
competition winners ...","Sumit Bardhan A great presentation : thanks for sharing !Tuesday, November 29, 2011 at 2:59am · LikeUnlike ·  1Reply","http://www.r-bloggers.com/gta-r-users-group-%E2%80%93-using-r-for-data-mining-competitions/","GTA R Users Group â Using R for Data Mining Competitions","November 27, 2011","Jon"," Computational Mathematics Â» R","http://www.compmath.com/blog/2011/11/gta-r-users-group-using-r-for-data-mining-competitions/","data mining, General, GTA R Users, Kaggle, prezi, R"
"49","Sunday, November 27, 2011 at 3:35am","8 people like this","0","0","R bloggers","A great R package for dealing with data validation:http://www.r-bloggers.com/deductive-imputation-with-the-deducorrect-package/","http://www.r-bloggers.com/deductive-imputation-with-the-deducorrect-package/","Missing
 data hinders statistical analyses. Estimating missing values 
(imputation) prior to analysis is one way to deal with that. In some 
cases however, the missings need not be estimated at all, since they can
 be derived with certainty from other … Continue reading →","","http://www.r-bloggers.com/deductive-imputation-with-the-deducorrect-package/","Deductive imputation with the deducorrect package","November 26, 2011","mark"," Mark van der Loo","http://www.markvanderloo.eu/yaRb/2011/11/26/deductive-imputation-with-the-deducorrect-package/","data correction methods, Imputation, R"
"50","Saturday, November 26, 2011 at 11:02am","2 people like this","0","0","R bloggers","Way to go google, way to François Romain:http://www.r-bloggers.com/int64-64-bit-integer-vectors-for-r/","http://www.r-bloggers.com/int64-64-bit-integer-vectors-for-r/","The
 Google Open Source Programs Office sponsored me to create the new int64
 package that has been released to CRAN a few days ago. The package has 
been mentionned in an article in the open source blog from Google.    
The package defines classes i...","","http://www.r-bloggers.com/int64-64-bit-integer-vectors-for-r/","int64: 64 bit integer vectors for R","November 26, 2011","romain francois"," Romain Francois, Professional R Enthusiast - Tag - R","http://romainfrancois.blog.free.fr/index.php?post/2011/11/26/int64:-64-bit-integer-vectors-for-R","cplusplus, cran, int64, package, R, R package, Rcpp, RProtoBuf"
"51","Saturday, November 26, 2011 at 8:42am","8 people like this","0","0","R bloggers","Great hack for sending e-mails using R:http://www.r-bloggers.com/sending-email-from-r-sing-sendemail/","http://www.r-bloggers.com/sending-email-from-r-sing-sendemail/","Like
 a lot of other R users I’ve felt the need for sending email from R. I 
haven’t surveyed CRAN for such a package but looked for the possibility 
of sending command line email in Windows. Found a nice application 
called sendEmail that can be found here Below are code snippets in R 
that will [...]","","http://www.r-bloggers.com/sending-email-from-r-sing-sendemail/","Sending Email from R (sing sendEmail)","November 25, 2011","indiacrunchin"," indiacrunchin Â» R","http://indiacrunchin.wordpress.com/2011/11/25/sending-email-from-r-sing-sendemail/","R"
"52","Thursday, November 24, 2011 at 10:31pm","9 people like this","0","0","R bloggers","http://www.r-bloggers.com/bringing-64-bit-data-to-r/","http://www.r-bloggers.com/bringing-64-bit-data-to-r/","The
 R programming language has become one of the standard tools for 
statistical data analysis and visualization, and is widely used by 
Google and many others. The language includes extensive support for 
working with vectors of integers, numerics (doubl...","","http://www.r-bloggers.com/bringing-64-bit-data-to-r/","Bringing 64-bit data to R","November 24, 2011","Stephanie Taylor"," Google Open Source Blog","http://google-opensource.blogspot.com/2011/11/bringing-64-bit-data-to-r.html","dremel, protocol buffers, R, Rcpp, RProtoBuf"
